,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
198,PS2,2002.0,Sports,Electronic Arts,3.36,0.21,0.01,0.56,4.14,95.0,25.0,7.7,65.0,EA Sports,E
199,PC,1997.0,Shooter,Vivendi Games,4.03,0.0,0.09,0.0,4.12,96.0,24.0,9.1,3161.0,Valve Software,M
200,PC,2007.0,Role-Playing,Activision,2.57,1.52,0.0,0.0,4.09,91.0,46.0,7.9,785.0,Blizzard Entertainment,T
201,PS4,2016.0,Shooter,Electronic Arts,1.1,2.15,0.21,0.61,4.08,88.0,31.0,8.4,809.0,EA DICE,M
202,PS2,2007.0,Action,Sony Computer Entertainment,2.32,0.04,0.04,1.67,4.07,93.0,70.0,8.9,709.0,SCE Santa Monica,M
203,PS2,2005.0,Sports,Konami Digital Entertainment,0.12,2.26,0.9,0.77,4.06,70.24982186119425,28.78324070115434,8.2,23.0,Konami,E
204,X360,2010.0,Role-Playing,Bethesda Softworks,2.66,1.03,0.04,0.33,4.05,84.0,81.0,8.1,769.0,Obsidian Entertainment,M
205,X360,2007.0,Racing,Microsoft Game Studios,2.35,1.27,0.03,0.41,4.05,90.0,66.0,8.3,381.0,Turn 10,E
206,Wii,2007.0,Misc,Take-Two Interactive,2.12,1.47,0.05,0.42,4.05,56.0,27.0,6.0,44.0,Cat Daddy Games,E
207,PS4,2014.0,Action,Ubisoft,1.4,1.9,0.11,0.64,4.05,80.0,80.0,6.3,2996.0,Ubisoft Montreal,M
208,PS2,2000.0,Fighting,Namco Bandai Games,1.68,1.51,0.51,0.35,4.05,85.0,25.0,8.5,117.0,Namco,T
209,PS4,2014.0,Shooter,Ubisoft,1.13,2.18,0.1,0.63,4.04,85.0,83.0,7.7,1653.0,Ubisoft Montreal,M
210,X360,2009.0,Shooter,Electronic Arts,2.67,0.87,0.05,0.38,3.97,89.0,76.0,8.6,681.0,Valve Software,M
211,PS4,2015.0,Role-Playing,Namco Bandai Games,1.02,2.13,0.23,0.59,3.97,92.0,79.0,9.2,10179.0,CD Projekt Red Studio,M
212,PS4,2014.0,Action,Ubisoft,1.19,2.07,0.08,0.62,3.96,70.0,40.0,4.9,2050.0,"Ubisoft, Ubisoft Montreal",M
213,PS4,2015.0,Action,Warner Bros. Interactive Entertainment,1.53,1.69,0.1,0.64,3.95,87.0,89.0,7.6,2679.0,Rocksteady Studios,M
214,Wii,2011.0,Action,Nintendo,2.03,1.16,0.37,0.38,3.95,93.0,81.0,8.0,1958.0,Nintendo,E10+
215,PS3,2008.0,Role-Playing,Bethesda Softworks,2.15,1.13,0.07,0.59,3.94,90.0,57.0,8.0,910.0,Bethesda Game Studios,M
216,DS,2007.0,Puzzle,Nintendo,0.9,1.76,0.92,0.37,3.94,84.0,65.0,8.8,72.0,Level 5,E10+
217,Wii,2009.0,Sports,Electronic Arts,2.09,1.35,0.06,0.4,3.9,81.0,27.0,8.7,39.0,EA Canada,E
218,PS2,2003.0,Sports,Activision,2.29,1.17,0.01,0.42,3.9,90.0,38.0,8.7,121.0,Neversoft Entertainment,T
219,3DS,2014.0,Role-Playing,Nintendo,0.68,0.48,2.62,0.11,3.89,86.0,80.0,8.7,348.0,Capcom,T
220,PC,2011.0,Role-Playing,Bethesda Softworks,1.16,2.12,0.0,0.6,3.88,94.0,32.0,8.1,9073.0,Bethesda Game Studios,M
221,PS4,2015.0,Sports,Take-Two Interactive,2.49,0.66,0.03,0.69,3.88,87.0,51.0,6.7,364.0,Visual Concepts,E10+
222,PS2,2005.0,Fighting,Namco Bandai Games,0.93,1.94,0.31,0.7,3.87,88.0,62.0,8.6,229.0,Namco,T
223,PS3,2006.0,Racing,Sony Computer Entertainment,1.53,1.6,0.06,0.67,3.87,84.0,9.0,7.4,220.0,Evolution Studios,T
224,PS2,2004.0,Sports,Konami Digital Entertainment,0.16,1.89,1.12,0.68,3.85,91.0,26.0,9.1,38.0,KCET,E
225,PS3,2010.0,Sports,Sony Computer Entertainment,2.13,1.12,0.1,0.5,3.84,76.0,64.0,7.9,104.0,"SCEA, Zindagi Games",E10+
226,PS4,2013.0,Shooter,Activision,1.78,1.43,0.05,0.57,3.83,78.0,49.0,3.7,1564.0,Infinity Ward,M
227,DS,2007.0,Misc,Nintendo,0.86,1.56,1.05,0.35,3.83,59.0,22.0,4.0,4.0,"Nintendo, Namco Bandai Games",E
228,PS4,2016.0,Shooter,Ubisoft,1.35,1.7,0.15,0.6,3.8,80.0,64.0,7.0,2219.0,Massive Entertainment,M
229,Wii,2007.0,Misc,Nintendo,1.05,1.91,0.41,0.42,3.79,68.0,33.0,6.9,39.0,Nintendo,E
230,X360,2008.0,Action,Activision,2.4,1.01,0.0,0.36,3.76,77.0,60.0,7.5,66.0,Traveller's Tales,E10+
231,PC,2002.0,Simulation,Electronic Arts,2.03,1.56,0.0,0.17,3.76,79.0,21.0,8.0,29.0,Maxis,T
232,PS,2001.0,Action,Electronic Arts,1.37,2.0,0.14,0.22,3.73,64.0,11.0,7.5,41.0,Argonaut Games,E
233,Wii,2007.0,Platform,Nintendo,1.95,0.86,0.59,0.31,3.71,85.0,56.0,7.9,417.0,Intelligent Systems,E
234,PS,2000.0,Platform,Sony Computer Entertainment,1.93,1.58,0.0,0.19,3.71,91.0,15.0,8.8,207.0,Insomniac Games,E
235,PS3,2013.0,Action,Ubisoft,1.33,1.68,0.13,0.57,3.71,88.0,36.0,8.1,840.0,Ubisoft,M
236,PS2,2004.0,Sports,Electronic Arts,0.58,2.48,0.04,0.59,3.7,81.0,27.0,7.6,56.0,EA Canada,E
237,PS2,2002.0,Sports,Activision,2.13,1.18,0.01,0.35,3.67,94.0,27.0,8.5,128.0,Neversoft Entertainment,T
238,DS,2007.0,Simulation,Electronic Arts,1.58,1.59,0.08,0.41,3.66,67.0,15.0,7.3,13.0,TOSE,E
239,PSP,2005.0,Racing,Take-Two Interactive,1.65,1.21,0.0,0.79,3.65,74.0,34.0,8.4,31.0,Rockstar Leeds,E10+
240,PS2,2002.0,Shooter,Sony Computer Entertainment,2.53,0.81,0.06,0.24,3.65,82.0,42.0,7.9,82.0,Zipper Interactive,M
241,PS2,2001.0,Platform,Sony Computer Entertainment,2.08,1.09,0.15,0.33,3.64,90.0,35.0,8.7,312.0,Naughty Dog,E
242,PS2,2007.0,Sports,Konami Digital Entertainment,0.05,0.0,0.64,2.93,3.63,82.0,10.0,7.9,38.0,Konami,E
243,PS2,2005.0,Action,Capcom,2.08,0.83,0.46,0.25,3.62,96.0,38.0,8.9,1013.0,Capcom,M
244,Wii,2008.0,Misc,Activision,2.32,0.96,0.0,0.34,3.62,86.0,18.0,7.6,71.0,Vicarious Visions,T
245,PS3,2009.0,Sports,Electronic Arts,0.6,2.45,0.05,0.52,3.62,91.0,56.0,7.6,203.0,EA Sports,E
246,PS2,2004.0,Shooter,LucasArts,1.93,1.22,0.03,0.44,3.61,82.0,36.0,8.7,142.0,Pandemic Studios,T
247,PS2,2001.0,Racing,Electronic Arts,2.02,1.17,0.0,0.42,3.61,64.0,23.0,7.7,32.0,Fox Interactive,T
248,GC,2001.0,Action,Nintendo,2.38,0.67,0.46,0.1,3.6,78.0,34.0,8.5,161.0,Nintendo,E
249,PS4,2013.0,Shooter,Electronic Arts,1.35,1.55,0.17,0.51,3.59,85.0,18.0,6.9,1580.0,EA DICE,M
250,PS2,2005.0,Shooter,LucasArts,2.18,1.02,0.03,0.37,3.59,84.0,30.0,9.0,268.0,Pandemic Studios,T
251,Wii,2013.0,Misc,Ubisoft,1.88,1.39,0.0,0.31,3.59,70.24982186119425,28.78324070115434,6.2,10.0,Ubisoft,E10+
252,DS,2007.0,Simulation,505 Games,1.6,1.49,0.1,0.39,3.58,70.0,39.0,8.0,9.0,Office Create,E
253,PS2,2006.0,Action,Take-Two Interactive,1.56,1.4,0.07,0.5,3.54,78.0,49.0,7.8,112.0,Rockstar Leeds,M
254,PS2,2002.0,Action,Sony Computer Entertainment,1.23,1.77,0.05,0.49,3.54,72.0,49.0,6.8,88.0,Team Soho,M
255,PS2,2001.0,Shooter,Electronic Arts,1.9,1.13,0.1,0.41,3.53,72.0,27.0,7.9,48.0,EA Redwood Shores,T
256,X360,2010.0,Sports,Electronic Arts,0.71,2.39,0.02,0.4,3.52,88.0,66.0,7.5,155.0,EA Sports,E
257,X360,2008.0,Shooter,Electronic Arts,2.66,0.49,0.05,0.3,3.51,89.0,67.0,7.9,1309.0,Certain Affinity,M
258,XOne,2014.0,Action,Ubisoft,2.27,0.9,0.0,0.33,3.5,72.0,59.0,4.1,1005.0,"Ubisoft, Ubisoft Montreal",M
259,X360,2009.0,Action,Capcom,2.11,0.93,0.12,0.34,3.5,83.0,91.0,7.5,523.0,Capcom,M
260,X360,2010.0,Action,Ubisoft,2.85,0.38,0.03,0.24,3.49,89.0,81.0,8.3,693.0,Ubisoft Montreal,M
261,PS2,2007.6868551520836,Sports,Electronic Arts,0.59,2.36,0.04,0.51,3.49,84.0,20.0,6.4,76.0,EA Canada,E
262,PS3,2013.0,Shooter,Electronic Arts,1.3,1.42,0.27,0.5,3.49,80.0,14.0,5.8,579.0,EA DICE,M
263,X360,2009.0,Action,Eidos Interactive,2.2,0.95,0.02,0.31,3.48,92.0,78.0,8.7,1080.0,Rocksteady Studios,T
264,X360,2013.0,Shooter,Electronic Arts,2.15,1.01,0.02,0.31,3.48,79.0,21.0,5.6,542.0,EA DICE,M
265,X360,2010.0,Shooter,Electronic Arts,2.1,1.01,0.04,0.32,3.47,88.0,75.0,8.6,869.0,EA DICE,M
266,DS,2008.0,Misc,Activision,2.1,1.01,0.01,0.35,3.46,71.0,70.0,8.8,29.0,Vicarious Visions,E10+
267,DS,2006.0,Misc,Nintendo,0.59,1.79,0.73,0.34,3.45,83.0,30.0,8.4,28.0,Agenda,E
268,X360,2009.0,Shooter,Take-Two Interactive,2.4,0.71,0.03,0.29,3.44,84.0,83.0,8.2,715.0,Gearbox Software,M
269,PS2,2002.0,Fighting,Namco Bandai Games,1.55,1.27,0.33,0.29,3.44,79.0,23.0,8.3,126.0,Namco,T
270,PS,1998.0,Action,Take-Two Interactive,1.13,2.07,0.0,0.22,3.42,70.0,15.0,8.0,67.0,DMA Design,T
271,PS4,2015.0,Action,Konami Digital Entertainment,1.09,1.36,0.49,0.48,3.41,93.0,86.0,8.2,3943.0,"Kojima Productions, Moby Dick Studio",M
272,PS2,2004.0,Action,Activision,1.75,1.2,0.02,0.43,3.41,80.0,50.0,8.9,106.0,Treyarch,T
273,PS2,2002.0,Sports,Electronic Arts,0.46,2.28,0.05,0.61,3.4,88.0,15.0,6.7,35.0,EA Canada,E
274,PS3,2011.0,Platform,Sony Computer Entertainment,1.83,1.05,0.06,0.46,3.39,91.0,86.0,8.4,657.0,Media Molecule,E
275,PS,2000.0,Misc,Sony Computer Entertainment,1.56,1.47,0.19,0.17,3.39,68.0,12.0,8.2,99.0,Eurocom Entertainment Software,E
276,PS4,2015.0,Action,Ubisoft,0.81,1.99,0.07,0.52,3.39,76.0,86.0,6.8,1319.0,Ubisoft Quebec,M
277,X360,2008.0,Action,Warner Bros. Interactive Entertainment,2.04,1.02,0.0,0.32,3.38,76.0,49.0,7.9,75.0,Traveller's Tales,E10+
278,XOne,2014.0,Shooter,Activision,2.14,0.92,0.0,0.31,3.37,75.0,11.0,5.5,1735.0,"Bungie Software, Bungie",T
279,PS3,2012.0,Shooter,Ubisoft,0.88,1.7,0.1,0.67,3.35,90.0,32.0,8.5,1041.0,Ubisoft Montreal,M
280,PS2,2002.0,Shooter,Electronic Arts,1.45,1.29,0.12,0.46,3.33,77.0,20.0,8.5,66.0,Eurocom Entertainment Software,T
281,PS2,2005.0,Action,LucasArts,1.47,1.39,0.03,0.43,3.32,60.0,34.0,7.2,82.0,Double Helix Games,T
282,DS,2009.0,Action,Nintendo,1.4,0.91,0.74,0.26,3.31,87.0,75.0,7.8,228.0,Nintendo,E10+
283,PS2,2001.0,Shooter,Take-Two Interactive,1.99,1.05,0.05,0.22,3.31,80.0,21.0,8.5,86.0,Rockstar Toronto,M
284,X360,2013.0,Action,Ubisoft,1.9,1.11,0.01,0.29,3.3,86.0,35.0,7.9,701.0,Ubisoft,M
285,PS2,2003.0,Action,Electronic Arts,1.5,1.28,0.05,0.46,3.28,85.0,31.0,8.7,105.0,EA Games,T
286,XOne,2015.0,Shooter,Microsoft Game Studios,2.61,0.33,0.0,0.34,3.28,82.0,74.0,7.5,563.0,"Splash Damage, The Coalition",M
287,PS2,2003.0,Action,Activision,1.89,1.05,0.02,0.31,3.27,77.0,39.0,8.0,94.0,"Luxoflux, Inc.",M
288,DS,2008.0,Puzzle,Nintendo,0.6,1.57,0.82,0.27,3.26,86.0,62.0,9.2,111.0,Level 5,E10+
289,XOne,2015.0,Sports,Electronic Arts,0.89,2.12,0.0,0.24,3.25,84.0,45.0,4.4,459.0,EA Sports,E
290,Wii,2008.0,Misc,Nintendo,1.35,1.11,0.46,0.32,3.25,63.0,43.0,4.6,116.0,Nintendo,E
291,PS4,2015.0,Sports,Electronic Arts,2.34,0.3,0.0,0.6,3.24,83.0,37.0,5.9,180.0,EA Sports,E
292,PS3,2013.0,Racing,Sony Computer Entertainment,0.72,1.67,0.4,0.44,3.23,81.0,81.0,7.7,758.0,Polyphony Digital,E
293,XOne,2014.0,Shooter,Microsoft Game Studios,1.91,1.0,0.03,0.29,3.23,85.0,69.0,7.2,1267.0,343 Industries,M
294,WiiU,2015.0,Platform,Nintendo,1.18,0.89,0.94,0.2,3.21,88.0,85.0,8.7,691.0,Nintendo,E
295,PSP,2008.0,Action,Sony Computer Entertainment,1.48,1.0,0.04,0.66,3.18,91.0,79.0,8.6,565.0,Ready at Dawn,M
296,PS2,2003.0,Action,Atari,1.78,1.12,0.09,0.19,3.18,62.0,30.0,8.1,137.0,Shiny Entertainment,T
297,PSP,2007.0,Role-Playing,Square Enix,1.35,0.59,0.8,0.43,3.18,83.0,67.0,8.0,463.0,Square Enix,T
298,X360,2010.0,Misc,MTV Games,2.15,0.76,0.01,0.26,3.17,82.0,63.0,7.6,85.0,Harmonix Music Systems,T
299,PS3,2011.0,Adventure,Take-Two Interactive,1.27,1.29,0.12,0.49,3.17,89.0,78.0,7.7,1010.0,Team Bondi,M
300,PS2,2001.0,Simulation,Sony Computer Entertainment Europe,2.06,0.56,0.38,0.17,3.17,89.0,22.0,9.1,95.0,Namco,E
301,GC,2001.0,Simulation,Nintendo,1.92,0.16,0.99,0.09,3.15,87.0,42.0,8.9,137.0,Nintendo,E
302,PS2,2007.0,Sports,Electronic Arts,0.68,0.0,0.0,2.46,3.14,83.0,12.0,6.5,36.0,EA Canada,E
303,DS,2008.0,Adventure,Disney Interactive Studios,1.87,0.97,0.0,0.3,3.14,70.24982186119425,28.78324070115434,8.0,37.0,1st Playable Productions,E
304,PS,2000.0,Action,Activision,1.7,1.25,0.02,0.16,3.13,87.0,19.0,9.0,107.0,Neversoft Entertainment,E
305,Wii,2012.0,Misc,Nintendo,1.06,1.09,0.76,0.22,3.13,73.0,45.0,6.8,155.0,Nd Cube,E
306,DS,2005.0,Platform,Sega,1.21,1.56,0.06,0.29,3.12,82.0,43.0,8.5,101.0,"Dimps Corporation, Sonic Team",E
307,DS,2008.0,Misc,Nintendo,0.55,0.5,1.93,0.13,3.11,83.0,48.0,9.0,63.0,Nintendo,E
308,PS3,2010.0,Role-Playing,Bethesda Softworks,1.52,1.03,0.1,0.46,3.11,82.0,57.0,7.8,492.0,Obsidian Entertainment,M
309,DS,2006.0,Misc,Nintendo,0.9,1.0,1.03,0.17,3.11,81.0,12.0,7.8,10.0,Indies Zero,E
310,PS3,2007.0,Role-Playing,Ubisoft,1.69,0.85,0.14,0.43,3.1,93.0,45.0,8.0,604.0,4J Studios,M
311,3DS,2013.0,Action,Nintendo,1.4,1.01,0.46,0.23,3.1,91.0,81.0,8.9,1057.0,Nintendo,E
312,PS3,2012.0,Shooter,Capcom,0.88,0.94,0.88,0.4,3.1,74.0,34.0,5.4,1304.0,Capcom,M
313,X360,2010.0,Role-Playing,Electronic Arts,1.99,0.81,0.03,0.27,3.1,96.0,98.0,8.9,3143.0,BioWare,M
314,PS2,2002.0,Fighting,Atari,2.17,0.28,0.55,0.08,3.09,67.0,28.0,7.9,71.0,Dimps Corporation,T
315,PS2,2001.0,Sports,Electronic Arts,2.5,0.16,0.01,0.42,3.08,94.0,23.0,7.9,46.0,EA Sports,E
316,PC,2002.0,Simulation,Electronic Arts,1.72,1.21,0.0,0.14,3.07,75.0,18.0,7.8,22.0,Maxis,T
317,Wii,2007.6868551520836,Action,Warner Bros. Interactive Entertainment,1.8,0.97,0.0,0.29,3.06,74.0,17.0,7.9,22.0,Traveller's Tales,E10+
318,3DS,2015.0,Simulation,Nintendo,0.51,1.02,1.4,0.12,3.05,66.0,60.0,6.9,106.0,Nintendo,E
319,PC,2014.0,Simulation,Electronic Arts,1.0,1.82,0.0,0.23,3.05,70.0,74.0,3.9,2057.0,Maxis,T
320,X360,2012.0,Shooter,Take-Two Interactive,1.89,0.88,0.04,0.25,3.05,89.0,59.0,8.2,892.0,Gearbox Software,M
321,DS,2008.0,Action,Warner Bros. Interactive Entertainment,1.75,1.01,0.0,0.29,3.05,72.0,16.0,8.0,16.0,TT Fusion,E10+
322,X360,2008.0,Action,Activision,1.91,0.84,0.0,0.29,3.04,75.0,42.0,7.4,32.0,"Luxoflux, Inc.",E10+
323,X360,2012.0,Role-Playing,Electronic Arts,1.94,0.84,0.03,0.24,3.04,93.0,74.0,5.8,3725.0,BioWare,M
324,PS3,2010.0,Adventure,Sony Computer Entertainment,1.29,1.21,0.06,0.47,3.03,87.0,107.0,7.7,2759.0,Quantic Dream,M
325,X360,2008.0,Action,THQ,1.94,0.79,0.02,0.28,3.03,81.0,75.0,8.1,307.0,Volition Inc.,M
326,XB,2002.0,Action,Ubisoft,1.85,1.04,0.0,0.13,3.02,93.0,46.0,8.5,121.0,Ubisoft Montreal,T
327,PS4,2013.0,Sports,Electronic Arts,0.61,1.85,0.11,0.44,3.01,87.0,26.0,6.3,616.0,EA Canada,E
328,PS3,2009.0,Shooter,Sony Computer Entertainment,1.4,1.06,0.08,0.47,3.01,91.0,94.0,8.1,1505.0,Guerrilla,M
329,X360,2012.0,Shooter,Ubisoft,1.38,1.32,0.02,0.28,3.0,91.0,39.0,8.6,1247.0,Ubisoft Montreal,M
330,Wii,2010.0,Platform,Disney Interactive Studios,2.04,0.63,0.12,0.22,3.0,73.0,78.0,7.0,131.0,Junction Point,E
331,X360,2012.0,Sports,Take-Two Interactive,2.6,0.2,0.01,0.19,3.0,88.0,41.0,7.2,131.0,Visual Concepts,E
332,PS2,2007.0,Fighting,Atari,1.15,0.0,0.76,1.09,3.0,73.0,24.0,9.2,173.0,"Spike, Namco Bandai Games",T
333,PC,2000.0,Misc,Electronic Arts,1.67,1.18,0.0,0.13,2.99,82.0,23.0,6.6,20.0,Maxis,T
334,PS2,2002.0,Sports,Konami Digital Entertainment,0.12,1.26,1.16,0.45,2.99,93.0,24.0,9.1,65.0,KCET,E
335,PS2,2001.0,Action,Capcom,1.36,0.86,0.64,0.13,2.99,94.0,37.0,8.5,466.0,Capcom,M
336,PC,2011.0,Role-Playing,Electronic Arts,1.58,1.01,0.0,0.38,2.96,85.0,73.0,5.9,2748.0,"LucasArts, BioWare",T
337,PS4,2014.0,Action,Warner Bros. Interactive Entertainment,1.01,1.43,0.05,0.47,2.96,84.0,85.0,8.1,1886.0,Monolith Productions,M
338,PS2,2003.0,Platform,Sega,1.04,1.37,0.06,0.49,2.96,64.0,29.0,7.8,94.0,Sonic Team,E
339,PS2,2002.0,Action,Eidos Interactive,1.36,1.15,0.04,0.41,2.96,85.0,19.0,7.8,78.0,Io Interactive,M
340,XOne,2014.0,Shooter,Electronic Arts,1.84,0.8,0.04,0.27,2.95,86.0,68.0,6.4,2658.0,Respawn Entertainment,M
341,PS3,2010.0,Shooter,Electronic Arts,1.33,1.1,0.08,0.44,2.95,88.0,59.0,8.5,572.0,EA DICE,M
342,PS2,2003.0,Shooter,Sony Computer Entertainment,2.22,0.51,0.06,0.15,2.94,87.0,42.0,9.0,93.0,Zipper Interactive,M
343,GBA,2001.0,Puzzle,Atari,2.07,0.77,0.05,0.05,2.94,79.0,13.0,7.8,4.0,Mass Media,E
344,X360,2009.0,Fighting,Capcom,1.82,0.7,0.15,0.26,2.94,93.0,77.0,7.3,292.0,Capcom,T
345,PS3,2009.0,Action,Sony Computer Entertainment,1.76,0.68,0.12,0.37,2.93,85.0,98.0,8.3,1172.0,Sucker Punch,T
346,DS,2008.0,Platform,Nintendo,1.55,0.04,1.19,0.15,2.92,76.0,40.0,8.8,76.0,HAL Labs,E
347,XOne,2013.0,Shooter,Activision,1.88,0.77,0.0,0.27,2.92,78.0,7.0,4.3,700.0,Infinity Ward,M
348,X360,2014.0,Sports,Electronic Arts,0.79,1.92,0.0,0.21,2.92,70.24982186119425,28.78324070115434,4.2,85.0,EA Sports,E
349,X360,2007.0,Role-Playing,Microsoft Game Studios,1.83,0.79,0.03,0.27,2.91,91.0,74.0,8.7,1692.0,BioWare,M
350,PS2,2004.0,Misc,Sega,1.54,1.14,0.0,0.22,2.9,73.0,21.0,8.6,30.0,Sonic Team,E
351,PS2,2003.0,Sports,Konami Digital Entertainment,0.08,1.24,1.13,0.45,2.9,93.0,28.0,9.0,45.0,KCET,E
352,X360,2008.0,Sports,Sega,1.75,0.86,0.0,0.28,2.89,67.0,45.0,6.8,18.0,Sumo Digital,E10+
353,PS2,2001.0,Sports,Sony Computer Entertainment,0.99,0.32,1.38,0.2,2.89,85.0,30.0,8.9,16.0,Clap Hanz,E
354,Wii,2007.0,Simulation,505 Games,1.41,1.12,0.05,0.3,2.89,61.0,37.0,5.3,23.0,OfficeCreate,E
355,PS2,2004.0,Shooter,Activision,1.51,1.12,0.01,0.24,2.89,76.0,49.0,7.7,69.0,Spark Unlimited,T
356,Wii,2006.0,Puzzle,Nintendo,0.86,1.04,0.73,0.26,2.89,83.0,61.0,7.4,179.0,Intelligent Systems,E10+
357,DS,2007.0,Simulation,Ubisoft,1.3,1.26,0.0,0.31,2.87,70.24982186119425,28.78324070115434,7.7,15.0,Ubisoft,E
358,X360,2012.0,Sports,Electronic Arts,2.53,0.15,0.0,0.17,2.86,81.0,36.0,5.8,179.0,EA Tiburon,E
359,XB,2002.0,Role-Playing,Ubisoft,2.09,0.63,0.03,0.11,2.86,87.0,34.0,8.7,111.0,Bethesda Softworks,T
360,PS4,2013.0,Action,Ubisoft,1.07,1.31,0.06,0.42,2.85,83.0,29.0,7.8,1530.0,Ubisoft,M
361,PS3,2011.0,Fighting,Warner Bros. Interactive Entertainment,1.98,0.53,0.0,0.34,2.84,84.0,60.0,8.4,494.0,NetherRealm Studios,M
362,X360,2009.0,Sports,Electronic Arts,2.52,0.09,0.0,0.22,2.83,85.0,58.0,6.1,90.0,EA Tiburon,E
363,X360,2007.0,Shooter,Take-Two Interactive,1.65,0.85,0.05,0.28,2.83,96.0,88.0,8.9,2249.0,"Irrational Games, 2K Marin",M
364,GC,2002.0,Shooter,Nintendo,1.96,0.67,0.1,0.09,2.82,97.0,70.0,9.3,747.0,Retro Studios,T
365,PS3,2010.0,Action,Ubisoft,1.87,0.55,0.11,0.29,2.82,90.0,59.0,8.2,791.0,Ubisoft Montreal,M
366,GBA,2003.0,Action,THQ,1.59,1.05,0.04,0.14,2.82,70.24982186119425,28.78324070115434,7.0,8.0,Vicarious Visions,E
367,PS3,2010.0,Shooter,Electronic Arts,1.28,1.04,0.07,0.42,2.81,75.0,56.0,7.5,286.0,"EA DICE, Danger Close",M
368,DS,2007.0,Simulation,Ubisoft,1.32,1.19,0.0,0.3,2.8,70.24982186119425,28.78324070115434,7.6,7.0,Virtual Toys,E
369,PS4,2014.0,Action,Sony Computer Entertainment,1.28,0.98,0.07,0.46,2.79,80.0,90.0,7.9,2944.0,Sucker Punch,T
370,PS2,2001.0,Sports,Electronic Arts,2.19,0.22,0.0,0.38,2.79,89.0,22.0,8.6,39.0,NuFX,E
371,PS2,2003.0,Platform,Sony Computer Entertainment,1.68,0.74,0.0,0.36,2.78,87.0,47.0,8.2,241.0,Naughty Dog,T
372,PS3,2010.0,Racing,Electronic Arts,1.05,1.23,0.03,0.47,2.78,89.0,59.0,7.2,301.0,Criterion Games,E10+
373,Wii,2011.0,Action,Activision,1.35,1.13,0.0,0.3,2.78,81.0,11.0,5.6,31.0,Toys for Bob,E10+
374,PC,2011.0,Shooter,Electronic Arts,0.89,1.43,0.0,0.46,2.78,89.0,61.0,7.5,4926.0,EA DICE,M
375,PS4,2015.0,Fighting,Warner Bros. Interactive Entertainment,1.5,0.8,0.0,0.48,2.78,83.0,81.0,7.7,836.0,"Warner Bros. Interactive Entertainment, NetherRealm Studios",M
376,PS2,2003.0,Simulation,Electronic Arts,1.41,1.12,0.0,0.24,2.77,83.0,33.0,7.7,46.0,Edge of Reality,T
377,PS3,2011.0,Shooter,Sony Computer Entertainment,1.45,0.86,0.09,0.38,2.77,84.0,85.0,7.9,942.0,Guerrilla,M
378,X360,2008.0,Action,LucasArts,1.74,0.77,0.0,0.26,2.77,73.0,74.0,6.7,389.0,LucasArts,T
379,DS,2006.0,Platform,Nintendo,1.45,0.07,1.1,0.15,2.76,81.0,42.0,7.4,67.0,Artoon,E
380,X360,2011.0,Action,THQ,1.25,1.14,0.07,0.3,2.76,84.0,70.0,7.6,490.0,Volition Inc.,M
381,PS3,2009.0,Fighting,Namco Bandai Games,1.2,0.97,0.17,0.42,2.75,79.0,63.0,7.4,211.0,Namco Bandai Games,T
382,Wii,2007.0,Platform,Sega,1.21,1.19,0.04,0.29,2.73,69.0,44.0,6.6,174.0,Sonic Team,E
383,PS3,2015.0,Sports,Electronic Arts,0.41,1.84,0.05,0.4,2.71,70.24982186119425,28.78324070115434,3.2,58.0,EA Sports,E
384,GBA,2002.0,Action,Nintendo,1.75,0.52,0.33,0.1,2.7,95.0,30.0,9.1,314.0,Capcom,E
385,PS2,2001.0,Action,Virgin Interactive,0.99,0.48,1.09,0.14,2.7,86.0,23.0,8.2,56.0,Capcom,M
386,X360,2011.0,Adventure,Take-Two Interactive,1.52,0.92,0.02,0.24,2.7,89.0,83.0,7.8,893.0,Team Bondi,M
387,X360,2006.0,Shooter,Activision,1.49,0.92,0.02,0.27,2.7,82.0,71.0,6.5,233.0,Treyarch,T
388,X360,2011.0,Sports,Electronic Arts,2.42,0.11,0.0,0.16,2.69,78.0,55.0,5.9,94.0,EA Tiburon,E
389,PS2,2006.0,Action,LucasArts,1.85,0.64,0.01,0.19,2.69,84.0,32.0,9.0,41.0,Traveller's Tales,E10+
390,PS4,2013.0,Shooter,Sony Computer Entertainment,0.89,1.33,0.08,0.39,2.69,73.0,88.0,6.8,2102.0,Guerrilla,M
391,X360,2010.0,Sports,Electronic Arts,2.38,0.12,0.0,0.18,2.69,84.0,47.0,5.7,120.0,EA Tiburon,E
392,PS2,2004.0,Racing,Electronic Arts,1.23,1.11,0.0,0.34,2.68,93.0,52.0,9.1,271.0,Criterion Games,T
393,DS,2010.0,Puzzle,Nintendo,1.63,0.51,0.35,0.18,2.67,79.0,51.0,7.7,18.0,Nintendo,E
394,DS,2009.0,Puzzle,Nintendo,0.28,1.39,0.68,0.32,2.67,83.0,58.0,8.7,52.0,Level 5,E10+
395,PS2,2005.0,Shooter,Activision,1.48,0.92,0.01,0.26,2.67,77.0,39.0,8.2,69.0,Treyarch,T
396,PS,1998.0,Shooter,Electronic Arts,1.44,1.09,0.0,0.14,2.67,92.0,17.0,8.6,80.0,Dreamworks Interactive,T
